,BAC US Equity,CVX US Equity,CSCO US Equity,COP US Equity,GE US Equity,GS US Equity,JPM US Equity,JNJ US Equity,MSFT US Equity,PEP US Equity,PG US Equity,SLB US Equity,GOOGL US Equity,III LN Equity,AHT LN Equity,ABF LN Equity,AZN LN Equity,BAB LN Equity,BATS LN Equity,CCL LN Equity,DCC LN Equity,EXPN LN Equity,GLEN LN Equity,IAG LN Equity,LLOY LN Equity,MERL LN Equity,PSN LN Equity,PFG LN Equity,PRU LN Equity,REL LN Equity,RIO LN Equity,SDR LN Equity,ULVR LN Equity,VOD LN Equity,WPP LN Equity,BRFS US Equity,UGP US Equity,GGB US Equity,BAK US Equity,FBR US Equity,GOL US Equity,GFA US Equity,2388 HK Equity,1 HK Equity,939 HK Equity
2016-05-18,14.69,100.06,26.72,43.34,29.61,159.94,64.04,113.59,50.81,100.91,79.85,73.17,721.78,487.5,961.5,2959,3900.5,980.5,4165.5,3549,6450,1275,132.95,527,69.5,431.4,2030,2870,1309.5,1224,1993.5,2536,3090,229.65,1576,12.99,19.49,1.63,11.05,8.73,7.72,1.12,21.85,89.1,4.55
2016-05-19,14.53,99.85,27.57,43.36,29.36,154.7,63.39,112.85,50.32,101.33,80.19,74.2,715.31,499.5,945.5,2885,3812,979.5,4086,3485,6375,1257,128.1,515,69.08,411,2027,2787,1294.5,1214,1939.5,2520,3041.5,225.4,1560,12.85,19.52,1.57,11.23,8.64,7.54,1.11,22.2,88.45,4.52
2016-05-20,14.52,99.79,27.97,43.58,29.56,154.51,63.51,112.64,50.62,100.1,80.02,74.96,721.71,505.5,965.5,2920,3894.5,987,4147,3534,6485,1265,128.65,516.5,70.34,415.9,2090,2851,1334,1233,1952.5,2575,3081,229.1,1583,13.06,19.89,1.62,11.52,8.93,7.45,1.08,22.45,89.2,4.56
2016-05-21,14.52,99.79,27.97,43.58,29.56,154.51,63.51,112.64,50.62,100.1,80.02,74.96,721.71,505.5,965.5,2920,3894.5,987,4147,3534,6485,1265,128.65,516.5,70.34,415.9,2090,2851,1334,1233,1952.5,2575,3081,229.1,1583,13.06,19.89,1.62,11.52,8.93,7.45,1.08,22.45,89.2,4.56
2016-05-22,14.52,99.79,27.97,43.58,29.56,154.51,63.51,112.64,50.62,100.1,80.02,74.96,721.71,505.5,965.5,2920,3894.5,987,4147,3534,6485,1265,128.65,516.5,70.34,415.9,2090,2851,1334,1233,1952.5,2575,3081,229.1,1583,13.06,19.89,1.62,11.52,8.93,7.45,1.08,22.45,89.2,4.56
2016-05-23,14.47,99.38,27.94,43.59,29.49,155.45,63.46,112.16,50.03,100.42,80.2,75.01,717.25,520,973.5,2900,3900.5,989,4116,3551,6615,1272,128.8,522.5,70.22,418.5,2084,2859,1323.5,1233,1944,2581,3070.5,225.85,1583,12.47,19.56,1.62,11.06,8.91,7.49,1.06,22.9,88.15,4.61
2016-05-24,14.68,100.19,28.47,43.46,29.85,157.59,64.54,112.69,51.59,101.09,80.97,75.62,733.03,526,964,2945,3958.5,1014,4170.5,3584,6695,1288,129.7,531.5,72.42,420.2,2144,2921,1386,1248,1963,2679,3113.5,226.7,1614,12.66,19.73,1.58,11.58,8.54,6.94,1.01,23.05,88.75,4.68
2016-05-25,14.92,101.77,28.92,44.9,30.09,161.25,65.52,113.35,52.12,101.09,81.48,77.91,738.1,532.5,975.5,2955,4014.5,1029,4182,3489,6510,1271,133.4,551,73.74,422.9,2113,2922,1403,1243,1982.5,2716,3107,228.95,1586,12.79,19.62,1.61,11.69,8.77,6.96,1.04,23.3,89.9,4.86
2016-05-26,14.7,101.5,28.9,44.73,30.02,159.22,65.03,112.9,51.89,101.9,81.22,77.88,736.93,543,982,2940,4011.5,1032,4185,3379,6345,1287,135.95,544.5,72.81,422.3,2121,2897,1388,1241,1969,2718,3127.5,232.05,1585,12.92,19.82,1.67,11.9,8.85,6.79,1.07,23.35,89.6,4.86
2016-05-27,14.88,102.02,28.92,44.33,30.12,159.53,65.43,113.06,52.32,101.96,81.43,77.17,747.6,552,986,2950,4022.5,1032,4205.5,3446,6260,1291,134.3,544,72.45,423,2112,2914,1394,1250,1964,2736,3152.5,232.6,1583,12.69,19.49,1.58,11.64,8.99,6.87,1.03,23.25,90.35,4.94
2016-05-28,14.88,102.02,28.92,44.33,30.12,159.53,65.43,113.06,52.32,101.96,81.43,77.17,747.6,552,986,2950,4022.5,1032,4205.5,3446,6260,1291,134.3,544,72.45,423,2112,2914,1394,1250,1964,2736,3152.5,232.6,1583,12.69,19.49,1.58,11.64,8.99,6.87,1.03,23.25,90.35,4.94
2016-05-29,14.88,102.02,28.92,44.33,30.12,159.53,65.43,113.06,52.32,101.96,81.43,77.17,747.6,552,986,2950,4022.5,1032,4205.5,3446,6260,1291,134.3,544,72.45,423,2112,2914,1394,1250,1964,2736,3152.5,232.6,1583,12.69,19.49,1.58,11.64,8.99,6.87,1.03,23.25,90.35,4.94
2016-05-30,14.88,102.02,28.92,44.33,30.12,159.53,65.43,113.06,52.32,101.96,81.43,77.17,747.6,552,986,2950,4022.5,1032,4205.5,3446,6260,1291,134.3,544,72.45,423,2112,2914,1394,1250,1964,2736,3152.5,232.6,1583,12.69,19.49,1.58,11.64,8.99,6.87,1.03,23.7,90.3,4.97
2016-05-31,14.79,101,29.05,43.79,30.23,159.48,65.27,112.69,53,101.17,81.04,76.3,748.85,561.5,976,2944,4028,1037,4198,3409,6290,1306,131.1,535.5,72.02,422.6,2102,2912,1380,1250,1942.5,2710,3146,230.85,1592,12.5,18.97,1.54,11.6,9.28,6.44,1.02,23.9,90.2,5.01
2016-06-01,14.86,101.13,28.9,44.06,30.11,159.97,65.69,112.78,52.85,101.57,81.79,75.86,748.46,546.5,961,2928,4015.5,1030,4167,3382,6360,1293,128.9,525.5,71.34,416.1,2038,2873,1350,1262,1868,2661,3177.5,229.5,1590,12.85,19.06,1.56,11.83,9.29,6.47,1.05,23.8,89.15,5
2016-06-02,14.94,100.53,29.08,44.38,30.05,159.28,65.81,114.49,52.48,102,81.95,75.45,744.27,547,979.5,2900,4042,1036,4142.5,3394,6280,1296,128.55,532,70.53,419.3,2072,2849,1350,1255,1865.5,2653,3164,228.8,1597,13.4,19.28,1.58,12.02,9.4,6.49,1.04,23.95,90.35,5.11
2016-06-03,14.42,100.66,29.13,44.18,29.94,155.67,64.64,114.76,51.79,102.53,82.47,75.63,735.86,545,977.5,2951,4039,1032,4206,3357,6285,1296,135.65,530,70,434.5,2057,2851,1330,1260,1895,2656,3199,228.4,1581,13.75,19.66,1.69,12.08,8.9,6.55,1.04,24.05,91.35,5.09
2016-06-04,14.42,100.66,29.13,44.18,29.94,155.67,64.64,114.76,51.79,102.53,82.47,75.63,735.86,545,977.5,2951,4039,1032,4206,3357,6285,1296,135.65,530,70,434.5,2057,2851,1330,1260,1895,2656,3199,228.4,1581,13.75,19.66,1.69,12.08,8.9,6.55,1.04,24.05,91.35,5.09
2016-06-05,14.42,100.66,29.13,44.18,29.94,155.67,64.64,114.76,51.79,102.53,82.47,75.63,735.86,545,977.5,2951,4039,1032,4206,3357,6285,1296,135.65,530,70,434.5,2057,2851,1330,1260,1895,2656,3199,228.4,1581,13.75,19.66,1.69,12.08,8.9,6.55,1.04,24.05,91.35,5.09
2016-06-06,14.52,101.17,29.1,45.52,30.12,157.06,65.28,115.77,52.13,102.7,82.77,79.09,730.06,553,985.5,2949,4067.5,1048,4271.5,3333,6325,1307,144.1,525,69.64,433.5,2027,2878,1345.5,1270,2015.5,2673,3228.5,231.7,1588,13.7,19.73,1.79,12.15,9.03,6.72,1.04,24.2,92.1,5.18
2016-06-07,14.35,103.32,29.07,47.54,30.14,155.17,65.06,115.73,52.1,102.49,82.32,80.1,731.09,556.5,988.5,2940,4054,1046,4279.5,3364,6430,1318,140,521.5,70.25,435,2011,2870,1322,1271,2014,2654,3233.5,231.15,1599,13.82,19.68,1.79,11.92,9.01,6.94,1.02,24.65,92.7,5.23
2016-06-08,14.43,103.09,29.14,47.49,30.31,154.64,65.25,115.8,52.04,103.18,82.65,80.81,742.93,573,986,2943,4032.5,1048,4276.5,3351,6410,1328,145.7,513.5,69.86,430.2,2024,2843,1316,1259,2040,2657,3233,231,1600,14.39,20,1.92,12.03,8.73,7.48,1.15,23.85,92.5,5.21
2016-06-09,14.19,102.81,29.14,46.57,30.24,153.17,64.75,117,51.62,103.66,83.17,79.96,742.52,564.5,980.5,2940,3953,1035,4272.5,3410,6365,1300,137.95,511,69.11,427.3,2019,2812,1289.5,1250,1967.5,2630,3212,219.65,1574,14.15,19.64,1.79,11.78,8.54,8.2,1.1,23.85,92.5,5.21
2016-06-10,13.83,101.98,29.03,44.51,30.04,149.89,63.84,117.01,51.48,103.31,83.2,78.53,733.19,554.5,959.5,2867,3852,1016,4218.5,3359,6320,1282,134.1,494.4,67.05,420.8,1976,2731,1242,1227,1942,2552,3164.5,214.85,1543,13.79,19.15,1.68,11.46,8.42,7.41,1.09,23.7,91.85,5.13
2016-06-11,13.83,101.98,29.03,44.51,30.04,149.89,63.84,117.01,51.48,103.31,83.2,78.53,733.19,554.5,959.5,2867,3852,1016,4218.5,3359,6320,1282,134.1,494.4,67.05,420.8,1976,2731,1242,1227,1942,2552,3164.5,214.85,1543,13.79,19.15,1.68,11.46,8.42,7.41,1.09,23.7,91.85,5.13
2016-06-12,13.83,101.98,29.03,44.51,30.04,149.89,63.84,117.01,51.48,103.31,83.2,78.53,733.19,554.5,959.5,2867,3852,1016,4218.5,3359,6320,1282,134.1,494.4,67.05,420.8,1976,2731,1242,1227,1942,2552,3164.5,214.85,1543,13.79,19.15,1.68,11.46,8.42,7.41,1.09,23.7,91.85,5.13
2016-06-13,13.6,102.1,28.84,43.88,29.83,148.63,63.27,116.79,50.14,103.06,82.57,77.64,731.88,541,957,2856,3825,999.5,4147.5,3340,6260,1263,132.9,488.4,64.23,414.8,1939,2667,1224,1212,1951.5,2478,3116,211.1,1517,13.38,19.89,1.66,11.3,8.23,7.16,1.07,23.2,89.85,5.06
2016-06-14,13.26,101.28,28.96,44.32,30.44,146.19,62.08,117.12,49.83,103.23,83.35,77.46,733.25,524,985.5,2822,3774,976,4072,3332,6145,1236,128.15,474.8,62.18,406.5,1889,2590,1196.5,1192,1895.5,2405,3068.5,209.55,1486,12.94,19.47,1.61,11.01,8.15,6.88,1.05,23,89.05,5.08
2016-06-15,13.34,100.63,28.65,43.71,30.59,146.16,61.97,116.41,49.69,102.86,82.95,76.85,732.19,522.5,998,2835,3812,974.5,4100,3400,6210,1251,136.5,475.1,63,410.8,1904,2619,1202,1204,1969.5,2410,3086.5,211.2,1495,12.98,20.01,1.68,10.99,7.96,7.17,1.04,22.9,88.6,5.15
2016-06-16,13.31,101.07,28.87,43.16,30.64,146.63,62.22,116.64,50.39,103.85,83.41,76.34,724.25,509,960,2781,3811,961,4145.5,3375,6090,1235,138.45,466.3,61.36,405,1868,2585,1196.5,1194,1955,2387,3106,209.75,1503,12.93,20.15,1.71,11.13,7.9,7.01,1.07,22.5,87.85,5.08
2016-06-17,13.4,101.57,28.95,44.15,30.6,145.64,62.28,115.48,50.13,103.41,83.13,77.5,704.25,520,994,2775,3793,977.5,4116.5,3402,6210,1245,140.55,478.3,65.05,410.8,1942,2647,1225,1205,2005.5,2445,3069,211.2,1504,13.1,20.6,1.72,11.32,7.79,7.47,1.12,22.55,88.7,5.05
2016-06-18,13.4,101.57,28.95,44.15,30.6,145.64,62.28,115.48,50.13,103.41,83.13,77.5,704.25,520,994,2775,3793,977.5,4116.5,3402,6210,1245,140.55,478.3,65.05,410.8,1942,2647,1225,1205,2005.5,2445,3069,211.2,1504,13.1,20.6,1.72,11.32,7.79,7.47,1.12,22.55,88.7,5.05
2016-06-19,13.4,101.57,28.95,44.15,30.6,145.64,62.28,115.48,50.13,103.41,83.13,77.5,704.25,520,994,2775,3793,977.5,4116.5,3402,6210,1245,140.55,478.3,65.05,410.8,1942,2647,1225,1205,2005.5,2445,3069,211.2,1504,13.1,20.6,1.72,11.32,7.79,7.47,1.12,22.55,88.7,5.05
2016-06-20,13.54,102.61,28.8,44.69,30.83,147.75,62.37,116.54,50.07,103.37,83.04,77.59,706.13,549,1023,2894,3848,1001,4235,3427,6415,1282,146.35,507,70,427.3,2056,2766,1288,1227,2040.5,2587,3116.5,216.15,1545,13.38,21.03,1.71,11.64,7.95,7.84,1.13,22.8,90.45,5.16
2016-06-21,13.62,103.24,28.77,44.8,30.94,148.35,62.95,116.18,51.19,104.08,83.41,78.52,708.88,546.5,1037,2901,3872.5,1002,4247.5,3461,6445,1294,146.1,504,70.33,424.6,2046,2765,1309.5,1231,2031.5,2598,3155,214.55,1559,13.5,21.39,1.68,11.59,7.97,8.15,1.15,22.9,91.05,5.2
2016-06-22,13.61,102.29,28.72,43.99,30.78,148.14,62.71,116.46,50.99,103.74,83.57,78.27,710.47,556,1035,2802,3887,1016,4254.5,3458,6460,1322,148.85,509.5,70.55,429.8,2086,2846,1322,1230,2067.5,2639,3159,216.45,1574,13.05,20.99,1.7,11.6,7.73,8.88,1.18,23.05,90.75,4.97
2016-06-23,14.04,104.44,29.22,45.63,31.19,152.66,64.05,117.38,51.91,104.44,84.21,79.59,714.87,562,1045,2829,3898.5,1019,4275.5,3490,6550,1328,152.95,528,72.15,435.4,2098,2920,1358.5,1243,2090,2711,3186.5,217.9,1590,13.53,21.63,1.86,12.02,7.87,10.12,1.27,23.2,91.65,4.98
2016-06-24,13,101.9,27.75,43.17,29.82,141.86,59.6,115.63,49.83,101.98,82.26,76.66,685.2,512.5,1033,2775,4031.5,933.5,4385,3465,6180,1335,139.45,409,57,430.8,1520,2451,1235,1283,2077.5,2382,3265.5,219.3,1525,12.83,20.89,1.7,11.39,7.25,10.7,1.2,22.8,87,4.88
2016-06-25,13,101.9,27.75,43.17,29.82,141.86,59.6,115.63,49.83,101.98,82.26,76.66,685.2,512.5,1033,2775,4031.5,933.5,4385,3465,6180,1335,139.45,409,57,430.8,1520,2451,1235,1283,2077.5,2382,3265.5,219.3,1525,12.83,20.89,1.7,11.39,7.25,10.7,1.2,22.8,87,4.88
2016-06-26,13,101.9,27.75,43.17,29.82,141.86,59.6,115.63,49.83,101.98,82.26,76.66,685.2,512.5,1033,2775,4031.5,933.5,4385,3465,6180,1335,139.45,409,57,430.8,1520,2451,1235,1283,2077.5,2382,3265.5,219.3,1525,12.83,20.89,1.7,11.39,7.25,10.7,1.2,22.8,87,4.88
2016-06-27,12.18,100.36,27.31,40.78,29.32,139.51,57.61,116.55,48.43,102.13,81.23,75.07,681.14,469.6,975,2350,4126,869.5,4455,3264,6025,1303,135.55,343.9,51.15,409.9,1310,2164,1105,1290,2085.5,2049,3310.5,209.3,1476,12.75,20.64,1.66,11.09,6.93,9.53,1.14,22.6,83.5,4.95
2016-06-28,12.7,101.63,27.79,41.95,29.94,142.41,59.52,118.23,49.44,102.14,82.46,76.63,691.26,496.6,1008,2555,4273.5,882,4555.5,3259,6135,1322,138.45,357.2,54.95,415,1344,2287,1190.5,1301,2132.5,2151,3367,218.1,1522,13.06,21.22,1.71,11.73,6.87,11.06,1.19,22.7,82,4.95
2016-06-29,13.19,103.42,28.26,43.91,30.55,145.5,61.2,119.33,50.54,103.12,83.91,77.83,695.19,504.5,1050,2665,4380.5,917.5,4694,3320,6405,1359,146.7,359.3,55.52,431.8,1444,2310,1256,1351,2216.5,2254,3449.5,222.6,1553,13.77,21.78,1.75,11.83,6.87,10.46,1.25,22.95,82.85,5.03
2016-06-30,13.27,104.83,28.69,43.6,31.48,148.58,62.14,121.3,51.17,105.94,84.67,79.08,703.53,547.5,1064,2719,4467,904.5,4843,3310,6585,1412,152.85,370,54.06,440.3,1447,2300,1257,1376,2294,2356,3579,227.65,1552,13.93,22.01,1.82,11.85,6.76,10.59,1.27,23.2,84.55,5.12
2016-07-01,13.1,104.15,28.8,43.51,31.49,148.25,61.26,121.29,51.16,105.63,84.78,79.52,710.25,566,1079,2732,4502.5,928.5,4879,3425,6650,1435,155.95,381.1,54.35,454.1,1540,2401,1283,1395,2345,2422,3620,229.2,1630,14.57,21.59,1.9,11.98,7.18,10.59,1.23,23.2,84.55,5.12
2016-07-02,13.1,104.15,28.8,43.51,31.49,148.25,61.26,121.29,51.16,105.63,84.78,79.52,710.25,566,1079,2732,4502.5,928.5,4879,3425,6650,1435,155.95,381.1,54.35,454.1,1540,2401,1283,1395,2345,2422,3620,229.2,1630,14.57,21.59,1.9,11.98,7.18,10.59,1.23,23.2,84.55,5.12
2016-07-03,13.1,104.15,28.8,43.51,31.49,148.25,61.26,121.29,51.16,105.63,84.78,79.52,710.25,566,1079,2732,4502.5,928.5,4879,3425,6650,1435,155.95,381.1,54.35,454.1,1540,2401,1283,1395,2345,2422,3620,229.2,1630,14.57,21.59,1.9,11.98,7.18,10.59,1.23,23.2,84.55,5.12
2016-07-04,13.1,104.15,28.8,43.51,31.49,148.25,61.26,121.29,51.16,105.63,84.78,79.52,710.25,559,1068,2675,4474,909,4904.5,3376,6490,1430,162.75,375,53.13,451.8,1435,2338,1260,1390,2356,2349,3596.5,225.9,1601,14.57,21.59,1.9,11.98,7.18,10.59,1.23,23.4,84.4,5.15
2016-07-05,12.74,103.57,28.33,41.7,31.45,144.45,59.55,122.27,51.17,106.42,85.44,77.63,704.89,540,1054,2606,4554.5,900,5035,3387,6575,1436,157.85,378.5,51.02,456.7,1332,2306,1203.5,1419,2326.5,2230,3678.5,228.55,1617,14.46,20.97,1.79,11.44,6.8,9.67,1.19,23.1,83,5.11
2016-07-06,12.86,104.58,28.72,41.9,31.74,145.58,60.19,122.64,51.38,105.92,85.03,78.06,708.97,531,1035,2553,4552.5,896,4900,3391,6510,1425,159.65,353.5,47.55,448.3,1289,2230,1151.5,1404,2330,2201,3627,224.6,1613,14.55,20.69,1.8,11.19,6.73,9.88,1.19,22.9,82.4,5.03
2016-07-07,13.01,103.05,28.74,41.51,31.82,147,60.58,122.51,51.38,107.49,84.83,77.7,707.26,549,1058,2780,4593.5,909.5,4947.5,3415,6565,1441,165.9,361.6,49.7,455.1,1337,2409,1179.5,1411,2340,2318,3660,226.25,1637,14.52,20.62,1.76,11.03,6.61,9.75,1.19,23.25,83.35,5.11
2016-07-08,13.17,104.77,29.26,42.3,32.2,150.38,61.83,122.85,52.3,108.27,85.77,78.74,717.78,556,1086,2826,4574,921,4898,3472,6615,1449,167.3,375,52.6,459.5,1420,2493,1220,1412,2368,2393,3651.5,228,1656,15.04,21.42,1.84,11.17,6.48,10.07,1.25,23.1,81.9,5.07
2016-07-09,13.17,104.77,29.26,42.3,32.2,150.38,61.83,122.85,52.3,108.27,85.77,78.74,717.78,556,1086,2826,4574,921,4898,3472,6615,1449,167.3,375,52.6,459.5,1420,2493,1220,1412,2368,2393,3651.5,228,1656,15.04,21.42,1.84,11.17,6.48,10.07,1.25,23.1,81.9,5.07
2016-07-10,13.17,104.77,29.26,42.3,32.2,150.38,61.83,122.85,52.3,108.27,85.77,78.74,717.78,556,1086,2826,4574,921,4898,3472,6615,1449,167.3,375,52.6,459.5,1420,2493,1220,1412,2368,2393,3651.5,228,1656,15.04,21.42,1.84,11.17,6.48,10.07,1.25,23.1,81.9,5.07
2016-07-11,13.21,105.39,29.43,42.45,32.21,152.19,62.27,122.93,52.59,108.91,85.75,78.02,727.2,571.5,1121,2844,4556,949,4919.5,3528,6745,1485,177.8,390.2,54.85,470.4,1521,2551,1242,1425,2445,2501,3656,230,1674,15.26,21.47,1.88,11.18,6.6,10.51,1.27,23.35,82.6,5.19
2016-07-12,13.54,106.78,29.61,43.8,32.26,156.92,63.2,122.92,53.21,108.79,85.75,79.65,732.51,581.5,1126,2820,4476,945,4839.5,3562,6625,1467,186,409.9,56.25,474.5,1548,2596,1284,1411,2486.5,2575,3586,227.75,1680,15.51,21.57,2.01,11.25,6.61,12.62,1.32,23.8,84.75,5.29
2016-07-13,13.44,106.65,29.75,42.87,32.36,157.92,63.16,123,53.51,109.91,85.89,78.88,729.48,581.5,1115,2800,4499,945,4814.5,3583,6695,1463,187,408.1,55.32,472.5,1553,2581,1286,1421,2460.5,2507,3602,229.1,1684,15.38,21.29,2.08,11.31,6.65,13.21,1.33,24.05,85.95,5.36
2016-07-14,13.65,106.7,29.76,43.02,32.63,162.54,64.12,123.18,53.74,109.96,85.87,79.1,735.8,589,1110,2772,4469.5,948.5,4780.5,3554,6670,1459,186.65,426,56.2,466,1549,2585,1302.5,1390,2490.5,2552,3556,226.6,1655,15.64,21.87,2.04,11.25,6.44,13.67,1.34,24.3,86.45,5.46
2016-07-15,13.66,107.03,29.82,42.94,32.88,161.64,64.18,123,53.7,109.66,86.01,79.35,735.63,582,1130,2792,4502,959,4835,3473,6690,1472,185.95,422.1,55.99,466,1571,2568,1288,1394,2469.5,2550,3584,227.9,1666,15.45,21.87,2.07,11.19,6.42,14.93,1.36,24.25,87.05,5.41
2016-07-16,13.66,107.03,29.82,42.94,32.88,161.64,64.18,123,53.7,109.66,86.01,79.35,735.63,582,1130,2792,4502,959,4835,3473,6690,1472,185.95,422.1,55.99,466,1571,2568,1288,1394,2469.5,2550,3584,227.9,1666,15.45,21.87,2.07,11.19,6.42,14.93,1.36,24.25,87.05,5.41
2016-07-17,13.66,107.03,29.82,42.94,32.88,161.64,64.18,123,53.7,109.66,86.01,79.35,735.63,582,1130,2792,4502,959,4835,3473,6690,1472,185.95,422.1,55.99,466,1571,2568,1288,1394,2469.5,2550,3584,227.9,1666,15.45,21.87,2.07,11.19,6.42,14.93,1.36,24.25,87.05,5.41
2016-07-18,14.11,106.09,29.91,42.71,32.91,163.33,63.96,123.14,53.96,109.21,85.93,79.7,753.2,589,1119,2811,4527,961.5,4776.5,3493,6780,1462,186.4,430.3,55.59,470.8,1605,2582,1308,1395,2462.5,2565,3577.5,225.7,1657,15.57,22.1,2.14,11.55,6.49,16.04,1.4,24.45,87.8,5.45
2016-07-19,14.26,106.04,29.92,41.91,32.93,161.41,63.86,125.25,53.09,109.53,86.17,79.81,753.41,591,1120,2806,4533.5,955,4789,3519,6810,1465,179.9,423.5,55.43,474.7,1611,2604,1310,1398,2377,2568,3569.5,224.7,1654,15.54,22.18,2.09,11.6,6.43,15.96,1.39,24.25,87.85,5.39
2016-07-20,14.4,105.59,30.63,42.03,32.78,161.77,63.93,125.14,55.91,108.92,85.32,80.6,757.08,596,1128,2810,4579,956,4800,3560,6815,1470,176.2,420.7,56.77,473.6,1650,2607,1336.5,1411,2339,2586,3575,225.65,1696,15.58,22.38,2.04,11.67,6.27,16.84,1.37,25,87.55,5.42
2016-07-21,14.27,105.39,30.58,41.04,32.59,160.05,63.69,125.15,55.8,108.58,85.26,80.02,754.41,586.5,1185,2770,4523.5,963.5,4772,3539,6750,1469,182.95,405.6,56.2,475.3,1633,2606,1328.5,1397,2377,2578,3534,225.1,1691,15.41,22.11,2.06,11.38,6.13,17.39,1.4,25.1,89.2,5.4
2016-07-22,14.38,105.66,30.71,40.76,32.06,160.41,64.04,125.03,56.57,109.19,85.72,81.61,759.28,591,1170,2735,4612.5,954.5,4813.5,3563,6735,1476,184.4,405.9,54.49,476.1,1598,2596,1332,1408,2363,2581,3558.5,235.55,1695,15.82,22.39,2.18,11.85,6.4,16.92,1.37,25.05,88.4,5.44
2016-07-23,14.38,105.66,30.71,40.76,32.06,160.41,64.04,125.03,56.57,109.19,85.72,81.61,759.28,591,1170,2735,4612.5,954.5,4813.5,3563,6735,1476,184.4,405.9,54.49,476.1,1598,2596,1332,1408,2363,2581,3558.5,235.55,1695,15.82,22.39,2.18,11.85,6.4,16.92,1.37,25.05,88.4,5.44
2016-07-24,14.38,105.66,30.71,40.76,32.06,160.41,64.04,125.03,56.57,109.19,85.72,81.61,759.28,591,1170,2735,4612.5,954.5,4813.5,3563,6735,1476,184.4,405.9,54.49,476.1,1598,2596,1332,1408,2363,2581,3558.5,235.55,1695,15.82,22.39,2.18,11.85,6.4,16.92,1.37,25.05,88.4,5.44
2016-07-25,14.37,103.07,30.79,40.24,31.64,160.51,63.87,124.89,56.73,109.02,85.8,80.71,757.52,610.5,1192,2711,4653.5,958,4803,3580,6755,1479,185.4,403.4,53.8,477,1628,2600,1341.5,1409,2350.5,2605,3530,234.9,1695,15.65,22.02,2.16,11.64,6.37,16.44,1.34,25.6,88.8,5.35
2016-07-26,14.53,102.68,30.88,40.79,31.47,161.16,64.13,125.15,56.76,108.2,85.27,80.6,757.65,608.5,1185,2716,4638.5,959.5,4782,3607,6795,1471,186.9,399.8,54.13,477.5,1588,2748,1330,1409,2423,2586,3556,232.55,1692,15.64,22.15,2.29,11.74,6.39,15.42,1.3,25.95,90.3,5.35
2016-07-27,14.63,102.26,30.76,40.07,31.28,160.99,64.33,124.77,56.19,107.48,84.46,79.88,761.97,621,1209,2718,4690,973,4746.5,3594,6745,1472,189.7,416.4,55.75,474,1681,2700,1339,1406,2456.5,2640,3525,232.85,1692,15.5,22.3,2.35,11.64,6.44,15.5,1.32,26,91.35,5.31
2016-07-28,14.68,101.79,30.52,40.26,31.25,160.53,64.1,124.46,56.21,108.13,84.81,79.05,765.84,613,1190,2686,5027,968.5,4782.5,3623,6740,1476,185.7,409.3,52.5,467,1683,2672,1307.5,1456,2460.5,2531,3526.5,229.75,1695,15.43,22.24,2.31,11.4,6.28,15.01,1.31,25.85,91.1,5.27
2016-07-29,14.49,102.48,30.53,40.82,31.14,158.81,63.97,125.23,56.68,108.92,85.59,80.52,791.34,617,1196,2691,5048,970,4824.5,3642,6745,1477,186.75,406,53.15,473.2,1687,2709,1335,1435,2461.5,2618,3533.5,229.55,1698,16.68,22.77,2.36,11.5,6.15,15.8,1.36,25.45,90.8,5.2
2016-07-30,14.49,102.48,30.53,40.82,31.14,158.81,63.97,125.23,56.68,108.92,85.59,80.52,791.34,617,1196,2691,5048,970,4824.5,3642,6745,1477,186.75,406,53.15,473.2,1687,2709,1335,1435,2461.5,2618,3533.5,229.55,1698,16.68,22.77,2.36,11.5,6.15,15.8,1.36,25.45,90.8,5.2
2016-07-31,14.49,102.48,30.53,40.82,31.14,158.81,63.97,125.23,56.68,108.92,85.59,80.52,791.34,617,1196,2691,5048,970,4824.5,3642,6745,1477,186.75,406,53.15,473.2,1687,2709,1335,1435,2461.5,2618,3533.5,229.55,1698,16.68,22.77,2.36,11.5,6.15,15.8,1.36,25.45,90.8,5.2
2016-08-01,14.33,99.11,30.73,39.61,31.15,158.18,63.8,125.4,56.58,108.93,86.41,78.46,800.94,618,1178,2737,5066,974,4798.5,3640,6775,1478,188,400.6,53.25,471.7,1640,2686,1327.5,1438,2486,2610,3534,229.95,1697,16.2,22.14,2.36,11.69,6.16,16.48,1.32,25.85,91.75,5.35
2016-08-02,14.13,99.59,30.62,39.79,31.05,156.06,63.65,124.85,56.58,108.72,86.76,78.89,800.12,618,1168,2718,5002,968.5,4820.5,3555,6795,1453,185.8,392.2,52.73,466.3,1682,2700,1312,1434,2441.5,2584,3532,226.95,1687,16.07,21.95,2.25,11.31,5.87,15.93,1.27,25.85,91.75,5.35
2016-08-03,14.48,100.61,30.72,40.31,31.13,158.34,64.66,123.9,56.97,108.04,85.97,79.62,798.92,615.5,1152,2830,5016,948.5,4703,3539,6730,1434,184.4,388.2,52.99,465.8,1636,2662,1309,1406,2423,2580,3478,230.25,1677,16,21.98,2.38,11.32,6,16.44,1.29,25.3,91.25,5.27
2016-08-04,14.48,100.39,30.8,40.1,31.17,158.05,64.56,123.86,57.39,108.42,86.05,80.39,797.25,624.5,1176,2897,5153,968.5,4812.5,3609,6800,1466,188.5,390.2,51.95,469.3,1672,2703,1350,1421,2420.5,2613,3517,232.15,1700,16.31,22.48,2.53,12.71,5.89,17.69,1.31,25.35,91.65,5.26
